식품명,식품대분류명,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),칼슘(mg),칼륨(mg),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),과당(g),유당(g),자당(g),포도당(g),식품중량,식종
미트 스파게티,면 및 만두류,109,30.8,4.3,1.9,,18.58,2.82,13.0,183.0,136,5.02,0.48,,,,,,350ml,한식
볶음 우동,면 및 만두류,59,17.2,2.0,2.58,,6.42,0.15,19.0,32.0,272,14.35,0.45,,,,,,707ml,한식
비빔냉면,면 및 만두류,90,17.2,3.8,1.66,,14.53,1.37,10.0,84.0,152,16.05,0.45,,,,,,600ml,한식
어묵 우동,면 및 만두류,71,56.7,2.1,1.1,,12.77,0.22,14.0,40.0,268,0.74,0.24,,,,,,800ml,한식
오븐스파게티,면 및 만두류,122,54.6,5.6,3.49,,16.77,1.75,71.0,124.0,120,9.37,1.97,,,,,,700ml,한식
장국국수,면 및 만두류,72,7.7,3.3,1.84,,9.82,0.27,24.0,50.0,249,14.35,0.47,,,,,,800ml,한식
쟁반국수,면 및 만두류,112,37.8,4.1,2.36,,18.84,2.88,31.0,169.0,162,25.74,0.55,,,,,,550ml,한식
짜장면,면 및 만두류,153,47.5,5.3,2.57,,29.14,2.9,19.0,237.0,411,2.32,0.51,,,,,,600ml,한식
짬뽕라면,면 및 만두류,91,16.8,3.4,2.92,,12.32,0.28,46.0,76.0,91,18.59,1.25,,,,,,765ml,한식
해물 스파게티,면 및 만두류,82,62.1,4.8,1.13,,12.82,1.9,17.0,150.0,125,19.59,0.24,,,,,,700ml,한식
회냉면,면 및 만두류,80,20.1,3.4,0.87,,14.38,1.43,28.0,77.0,294,16.38,0.2,,,,,,732.60ml,한식
굴죽,죽 및 스프류,107,9.9,2.4,2.99,,16.76,0.19,47.0,49.0,196,1.12,0.48,,,,,,259ml,한식
대합죽,죽 및 스프류,106,9.9,2.5,2.89,,16.61,0.17,23.0,20.0,223,3.96,0.45,,,,,,259ml,한식
땅콩죽,죽 및 스프류,116,2.9,3.4,3.38,,18.08,0.46,6.0,74.0,143,0.0,0.65,,,,,,259ml,한식
복죽,죽 및 스프류,107,9.9,2.7,2.73,,16.84,0.01,13.0,37.0,154,12.16,0.42,,,,,,259ml,한식
소고기 감자죽,죽 및 스프류,88,18.3,3.1,2.0,,13.65,0.32,4.0,70.0,38,8.19,0.67,,,,,,320ml,한식
오리감자죽,죽 및 스프류,97,28.5,3.7,2.14,,15.11,0.28,6.0,135.0,121,9.72,0.41,,,,,,302ml,한식
잡곡죽,죽 및 스프류,81,2.8,3.5,1.17,,14.21,0.48,13.0,140.0,118,0.0,0.21,,,,,,324.60ml,한식
홍합 미나리죽,죽 및 스프류,79,26.9,2.3,0.3,,16.37,0.74,8.0,97.0,168,1.81,0.08,,,,,,259ml,한식
홍합 소고기죽,죽 및 스프류,131,31.7,6.2,3.2,,18.4,0.64,17.0,142.0,54,15.54,0.92,,,,,,225.80ml,한식
닭고기육개장,국 및 탕류,39,77.3,4.96,1.07,,2.5,0.46,18.0,120.0,118,14.81,0.26,,,,,,420ml,한식
닭백숙,국 및 탕류,56,16.2,4.23,2.11,,4.49,0.37,3.0,37.0,49,14.75,0.57,,,,,,610ml,한식
무국,국 및 탕류,7,55.9,0.3,0.17,,1.2,0.39,8.0,96.0,184,0.01,0.03,,,,,,320ml,한식
감자 된장국,국 및 탕류,22,17.1,1.4,0.32,,3.31,0.3,24.0,105.0,216,5.57,0.06,,,,,,320ml,한식
건새우 미역국,국 및 탕류,27,2.0,3.8,1.04,,0.92,0.0,270.0,135.0,364,22.55,0.17,,,,,,320ml,한식
고디국(다슬기맑은국),국 및 탕류,17,56.1,1.4,0.71,,1.58,0.23,87.0,45.0,96,1.02,0.07,,,,,,300ml,한식
근대 된장국,국 및 탕류,10,67.0,0.9,0.25,,1.36,0.21,16.0,133.0,184,0.26,0.04,,,,,,300ml,한식
김국,국 및 탕류,13,7.2,0.9,0.25,,2.34,0.27,8.0,43.0,114,10.28,0.08,,,,,,320ml,한식
김치 된장국,국 및 탕류,15,19.9,1.1,0.38,,1.97,0.71,16.0,86.0,239,0.99,0.06,,,,,,280ml,한식
김치 콩나물국,국 및 탕류,11,68.2,0.9,0.28,,1.41,0.47,14.0,80.0,146,0.02,0.05,,,,,,300ml,한식
꼬리곰탕,국 및 탕류,40,11.1,2.3,2.17,,2.29,0.23,4.0,36.0,79,8.29,0.62,,,,,,800ml,한식
낙지탕(맑은탕),국 및 탕류,16,53.9,3.0,0.16,,0.8,0.26,10.0,80.0,142,6.92,0.02,,,,,,600ml,한식
냉이 된장국,국 및 탕류,16,84.9,1.4,0.4,,2.11,0.46,33.0,80.0,178,0.08,0.07,,,,,,300ml,한식
다슬기 된장국,국 및 탕류,23,55.6,2.1,0.68,,2.6,0.41,121.0,81.0,128,1.57,0.08,,,,,,300ml,한식
닭고기 미역국,국 및 탕류,21,10.3,3.2,0.74,,0.71,0.01,17.0,126.0,191,8.03,0.18,,,,,,280ml,한식
두부 달걀탕,국 및 탕류,45,30.8,4.7,2.11,,1.58,0.1,56.0,132.0,230,44.32,0.49,,,,,,320ml,한식
두부 된장국,국 및 탕류,25,20.2,2.5,0.92,,1.78,0.41,32.0,71.0,203,5.83,0.15,,,,,,229.30ml,한식
두부국,국 및 탕류,19,105.5,1.8,0.83,,1.25,0.22,18.0,68.0,185,2.18,0.14,,,,,,270ml,한식
메밀묵국,국 및 탕류,65,95.1,1.6,1.27,,12.03,1.45,17.0,136.0,249,0.0,0.21,,,,,,144.50ml,한식
몸국,국 및 탕류,22,24.3,2.9,0.65,,1.54,0.4,25.0,73.0,119,5.86,0.21,,,,,,650ml,한식
무 된장국,국 및 탕류,15,25.9,1.0,0.35,,2.03,0.68,13.0,88.0,186,1.83,0.07,,,,,,280ml,한식
무 북어국,국 및 탕류,27,53.4,4.1,0.7,,1.05,0.38,20.0,98.0,156,21.32,0.18,,,,,,300ml,한식
미역 된장국,국 및 탕류,15,5.2,1.2,0.57,,1.81,0.34,21.0,123.0,345,0.34,0.11,,,,,,280ml,한식
바지락 된장국,국 및 탕류,16,43.9,1.6,0.35,,1.78,0.41,25.0,90.0,130,0.59,0.06,,,,,,300ml,한식
바지락 미역국,국 및 탕류,13,26.8,1.9,0.28,,1.22,0.1,29.0,130.0,304,1.27,0.06,,,,,,300ml,한식
배추 된장국,국 및 탕류,11,22.9,0.8,0.23,,1.52,0.54,14.0,69.0,145,0.34,0.04,,,,,,280ml,한식
뼈다귀해장국,국 및 탕류,21,16.3,2.7,0.63,,0.96,0.36,4.0,74.0,108,5.86,0.2,,,,,,650ml,한식
새우젓국,국 및 탕류,23,41.5,2.0,0.72,,2.21,0.75,27.0,106.0,276,4.33,0.12,,,,,,320ml,한식
선짓국,국 및 탕류,27,49.8,3.6,0.49,,2.15,0.45,13.0,70.0,248,0.75,0.13,,,,,,600ml,한식
소고기 미역국,국 및 탕류,21,5.6,1.6,1.37,,0.92,0.02,22.0,129.0,258,4.13,0.42,,,,,,300ml,한식
시금치 된장국,국 및 탕류,12,70.8,1.0,0.26,,1.65,0.5,14.0,162.0,178,0.3,0.05,,,,,,300ml,한식
시래기 된장국,국 및 탕류,11,61.7,0.7,0.26,,1.6,0.26,23.0,34.0,166,0.01,0.04,,,,,,300ml,한식
쑥 된장국,국 및 탕류,14,11.1,1.0,0.47,,1.64,0.29,15.0,84.0,163,0.3,0.07,,,,,,280ml,한식
아욱 된장국,국 및 탕류,12,57.5,1.0,0.22,,1.89,0.2,55.0,97.0,152,0.77,0.04,,,,,,300ml,한식
어묵국,국 및 탕류,32,75.1,2.2,0.78,,4.16,0.78,13.0,61.0,250,4.04,0.15,,,,,,600ml,한식
어묵국물,국 및 탕류,7,65.3,0.5,0.13,,1.05,0.14,6.0,37.0,234,0.03,0.03,,,,,,300ml,한식
어묵탕,국 및 탕류,30,92.8,2.1,0.73,,3.92,0.72,12.0,59.0,255,3.25,0.13,,,,,,600ml,한식
얼갈이 된장국,국 및 탕류,10,76.7,0.8,0.26,,1.49,0.37,44.0,69.0,187,0.01,0.04,,,,,,300ml,한식
올갱이해장국,국 및 탕류,41,39.7,4.0,1.35,,3.54,0.77,113.0,126.0,342,9.05,0.21,,,,,,262ml,한식
조개 미역국,국 및 탕류,11,19.9,1.5,0.24,,0.97,0.07,23.0,100.0,241,1.49,0.05,,,,,,300ml,한식
조개탕,국 및 탕류,12,27.3,1.8,0.15,,0.7,0.18,13.0,25.0,111,2.98,0.03,,,,,,300ml,한식
참치 미역국,국 및 탕류,26,7.6,3.3,1.16,,0.93,0.0,18.0,131.0,296,4.36,0.15,,,,,,320ml,한식
콩나물 황태국,국 및 탕류,30,55.2,4.6,0.87,,0.99,0.3,22.0,96.0,129,25.92,0.23,,,,,,300ml,한식
해물 된장국,국 및 탕류,38,34.6,5.9,0.65,,1.94,0.66,26.0,91.0,319,34.39,0.13,,,,,,320ml,한식
호박 된장국,국 및 탕류,17,17.7,1.2,0.4,,2.17,0.49,11.0,70.0,212,0.3,0.07,,,,,,170ml,한식
홍합 미역국,국 및 탕류,5,2.2,0.7,0.16,,0.32,0.0,6.0,25.0,78,2.06,0.03,,,,,,300ml,한식
홍합국(홍합탕),국 및 탕류,17,23.3,2.8,0.24,,0.75,0.04,9.0,6.0,137,10.55,0.06,,,,,,300ml,한식
개고기전골,찌개 및 전골류,74,64.5,5.56,5.03,,2.35,0.53,34.0,148.0,109,8.91,1.02,,,,,,630ml,한식
곱창전골,찌개 및 전골류,47,64.0,3.57,2.61,,2.66,0.77,12.0,104.0,111,42.7,0.71,,,,,,570ml,한식
내장전골,찌개 및 전골류,58,79.3,5.41,2.88,,2.89,0.72,18.0,119.0,128,51.72,0.84,,,,,,470ml,한식
불낙전골,찌개 및 전골류,69,94.2,7.0,2.67,,4.58,1.15,19.0,198.0,250,13.06,0.95,,,,,,400ml,한식
소고기 샤브샤브,찌개 및 전골류,46,78.2,2.95,2.04,,4.08,0.4,8.0,85.0,114,8.24,0.78,,,,,,930ml,한식
순대전골,찌개 및 전골류,76,80.5,5.61,3.18,,6.28,0.68,19.0,110.0,160,17.49,1.22,,,,,,450ml,한식
아귀지리,찌개 및 전골류,21,66.1,3.97,0.13,,0.89,0.2,8.0,39.0,87,14.01,0.02,,,,,,540ml,한식
가자미 매운탕,찌개 및 전골류,31,23.0,4.5,0.82,,1.4,0.38,12.0,125.0,130,18.0,0.14,,,,,,550ml,한식
감자 소고기찌개,찌개 및 전골류,48,32.8,3.2,2.27,,3.81,0.65,12.0,120.0,267,6.23,0.63,,,,,,315.20ml,한식
광어 매운탕,찌개 및 전골류,63,66.2,8.9,1.74,,2.94,0.77,40.0,259.0,55,12.28,0.26,,,,,,600ml,한식
국수전골,찌개 및 전골류,88,24.9,3.4,1.83,,14.56,1.09,13.0,166.0,298,3.89,0.47,,,,,,457.70ml,한식
김치순두부,찌개 및 전골류,42,62.1,4.7,1.8,,1.54,0.86,15.0,157.0,107,5.3,0.44,,,,,,100ml,한식
꽃게 매운탕,찌개 및 전골류,31,40.3,5.7,0.27,,1.3,0.59,47.0,113.0,169,10.43,0.06,,,,,,232.90ml,한식
대구 매운탕,찌개 및 전골류,31,54.6,5.1,0.35,,2.09,0.55,18.0,103.0,219,15.19,0.06,,,,,,300ml,한식
대구지리,찌개 및 전골류,16,18.8,2.7,0.21,,0.86,0.12,15.0,86.0,153,7.82,0.03,,,,,,600ml,한식
대구탕,찌개 및 전골류,45,47.7,4.7,0.89,,5.03,1.34,28.0,120.0,285,8.89,0.16,,,,,,760.50ml,한식
도루묵찌개,찌개 및 전골류,63,62.8,6.8,2.31,,4.04,1.3,27.0,132.0,62,29.17,0.45,,,,,,494ml,한식
도미 매운탕,찌개 및 전골류,47,43.5,5.9,1.13,,3.37,1.08,20.0,97.0,351,18.38,0.23,,,,,,297ml,한식
두부 청국장찌개,찌개 및 전골류,39,41.4,3.5,0.95,,4.34,0.83,30.0,163.0,220,0.02,0.15,,,,,,240ml,한식
망둥어찌개,찌개 및 전골류,44,43.6,5.9,0.85,,3.4,1.08,18.0,186.0,483,21.55,0.13,,,,,,298.80ml,한식
메기 매운탕,찌개 및 전골류,59,62.1,4.0,1.46,,7.39,0.69,19.0,153.0,264,10.42,0.42,,,,,,760ml,한식
명태 매운탕,찌개 및 전골류,49,54.6,7.1,1.03,,3.15,0.79,48.0,197.0,58,16.7,0.16,,,,,,625ml,한식
모듬채소전골,찌개 및 전골류,20,28.2,1.8,0.6,,2.1,0.61,11.0,85.0,145,1.3,0.14,,,,,,450ml,한식
민어 매운탕,찌개 및 전골류,35,41.6,4.5,0.79,,2.98,0.92,19.0,91.0,140,9.02,0.15,,,,,,450ml,한식
버섯 샤브샤브,찌개 및 전골류,27,37.0,2.0,1.36,,2.46,0.48,6.0,121.0,143,4.47,0.41,,,,,,488ml,한식
번데기탕,찌개 및 전골류,23,20.5,2.2,1.48,,0.42,0.18,8.0,26.0,109,16.7,0.25,,,,,,200ml,한식
병어찌개,찌개 및 전골류,54,42.9,5.3,2.06,,3.4,1.08,20.0,181.0,485,16.16,0.59,,,,,,298.80ml,한식
보신탕,찌개 및 전골류,42,25.4,3.0,2.68,,2.12,0.53,19.0,103.0,65,5.02,0.56,,,,,,600ml,한식
복 매운탕,찌개 및 전골류,31,67.2,5.1,0.39,,2.25,0.58,16.0,109.0,228,13.31,0.07,,,,,,600ml,한식
복지리,찌개 및 전골류,30,171.7,5.6,0.31,,1.49,0.35,19.0,101.0,209,14.78,0.06,,,,,,600ml,한식
볼락 매운탕,찌개 및 전골류,30,35.4,3.5,0.52,,2.87,1.27,14.0,94.0,191,10.22,0.08,,,,,,356.20ml,한식
붕어 매운탕,찌개 및 전골류,23,22.9,3.1,0.7,,1.08,0.25,15.0,81.0,112,7.0,0.12,,,,,,600ml,한식
삼치찌개,찌개 및 전골류,50,43.3,6.2,1.28,,3.35,1.08,16.0,188.0,347,16.97,0.27,,,,,,297ml,한식
섞어찌개(모듬찌개),찌개 및 전골류,39,24.0,1.7,2.09,,3.73,0.9,9.0,110.0,194,3.28,0.61,,,,,,481ml,한식
송어 매운탕,찌개 및 전골류,54,53.4,6.6,1.35,,4.03,1.56,25.0,217.0,247,18.27,0.32,,,,,,275.80ml,한식
숭어 매운탕,찌개 및 전골류,51,53.5,6.8,0.87,,4.11,1.56,26.0,115.0,241,15.99,0.18,,,,,,275.80ml,한식
아귀 매운탕,찌개 및 전골류,25,95.0,3.7,0.34,,2.15,0.51,13.0,96.0,184,11.14,0.06,,,,,,600ml,한식
애호박찌개,찌개 및 전골류,17,53.4,0.9,0.17,,3.54,1.53,11.0,149.0,264,0.0,0.04,,,,,,227ml,한식
어묵 매운탕,찌개 및 전골류,36,40.3,2.5,0.89,,4.64,0.89,15.0,64.0,247,5.57,0.17,,,,,,600ml,한식
연두부찌개,찌개 및 전골류,42,52.4,4.8,1.48,,2.59,0.95,51.0,156.0,291,26.58,0.24,,,,,,257.80ml,한식
우럭 매운탕,찌개 및 전골류,29,51.9,3.5,0.6,,2.83,0.69,19.0,163.0,144,2.76,0.13,,,,,,700ml,한식
잉어 매운탕,찌개 및 전골류,52,54.2,5.7,1.5,,4.08,1.56,29.0,209.0,231,19.04,0.28,,,,,,275.80ml,한식
잡탕전골,찌개 및 전골류,56,30.4,4.9,1.73,,4.99,0.73,16.0,116.0,279,23.68,0.47,,,,,,485.70ml,한식
장어매운탕,찌개 및 전골류,58,53.6,5.7,2.11,,4.08,1.56,25.0,115.0,232,44.16,0.48,,,,,,275.80ml,한식
조기찌개,찌개 및 전골류,23,29.1,2.4,0.64,,1.93,0.59,10.0,103.0,94,5.5,0.16,,,,,,240ml,한식
참치찌개,찌개 및 전골류,42,25.6,5.4,0.97,,3.05,1.28,9.0,127.0,306,7.39,0.1,,,,,,348.60ml,한식
콩나물찌개,찌개 및 전골류,12,23.4,1.6,0.37,,1.09,0.13,29.0,67.0,219,5.34,0.08,,,,,,250ml,한식
해물 매운탕,찌개 및 전골류,34,74.4,5.7,0.52,,1.89,0.5,24.0,143.0,209,42.29,0.09,,,,,,650ml,한식
해물전골,찌개 및 전골류,26,30.1,3.2,0.64,,1.95,0.52,15.0,89.0,178,19.66,0.11,,,,,,500ml,한식
홍어찌개,찌개 및 전골류,51,53.8,7.7,0.97,,3.15,0.79,104.0,182.0,84,25.46,0.17,,,,,,625ml,한식
가오리콩나물찜,찜류,29,42.5,2.68,0.84,,3.5,0.69,27.0,125.0,111,4.13,0.15,,,,,,600ml,한식
꽃게콩나물찜,찜류,52,62.8,5.86,1.34,,5.1,0.91,49.0,184.0,209,12.62,0.21,,,,,,800ml,한식
낙지찜,찜류,74,59.5,5.47,4.31,,3.81,0.89,26.0,186.0,217,35.53,0.67,,,,,,600ml,한식
단호박찜,찜류,41,53.9,0.93,0.16,,10.04,3.63,5.0,283.0,2,0.0,0.03,,,,,,90ml,한식
달걀찜,찜류,119,74.0,11.1,7.01,,1.66,0.62,44.0,142.0,871,255.67,2.19,,,,,,110ml,한식
대구볼찜,찜류,45,59.1,4.23,1.23,,5.37,1.09,27.0,167.0,143,12.08,0.21,,,,,,640ml,한식
복찜,찜류,36,42.1,3.55,0.92,,4.11,0.87,22.0,116.0,137,5.81,0.16,,,,,,510ml,한식
소갈비찜,찜류,111,42.2,5.38,7.08,,6.45,2.92,8.0,135.0,291,16.23,2.46,,,,,,750ml,한식
해물콩나물찜,찜류,51,65.7,7.04,1.11,,3.83,0.74,33.0,184.0,139,40.05,0.2,,,,,,850ml,한식
홍어찜,찜류,41,32.5,7.2,0.54,,1.49,0.29,108.0,121.0,267,29.91,0.09,,,,,,250ml,한식
황태콩나물찜,찜류,82,52.7,10.17,1.99,,6.92,1.74,64.0,327.0,244,19.43,0.35,,,,,,650ml,한식
가자미찜,찜류,78,59.4,11.8,1.95,,2.79,0.83,27.0,287.0,345,49.28,0.34,,,,,,170.80ml,한식
가지찜,찜류,120,100.3,5.6,6.29,,10.23,2.64,21.0,313.0,402,15.81,2.35,,,,,,100ml,한식
개고기 수육,찜류,226,50.7,15.8,17.15,,3.1,0.1,27.0,267.0,54,32.25,3.45,,,,,,200ml,한식
고등어찜,찜류,92,59.6,8.6,4.88,,3.21,1.02,33.0,254.0,159,22.36,1.15,,,,,,191ml,한식
굴찜,찜류,142,89.4,11.3,4.04,,15.7,7.17,101.0,198.0,923,32.76,0.61,,,,,,98.90ml,한식
꽃게찜,찜류,52,62.8,5.9,1.33,,5.1,0.91,49.0,183.0,217,12.52,0.21,,,,,,800ml,한식
도미찜,찜류,52,64.4,7.9,0.91,,3.22,0.92,33.0,126.0,85,24.37,0.15,,,,,,226.70ml,한식
돼지사태찜,찜류,84,60.5,7.6,2.65,,7.02,2.76,10.0,251.0,207,23.75,0.95,,,,,,177.30ml,한식
두부 달걀찜,찜류,74,52.7,6.3,4.19,,2.56,0.44,39.0,109.0,143,48.53,0.85,,,,,,125ml,한식
메기찜,찜류,71,71.7,7.3,2.33,,5.37,0.77,25.0,307.0,150,20.83,0.6,,,,,,528.20ml,한식
명란찜,찜류,61,62.3,7.1,2.24,,3.1,1.28,30.0,228.0,1130,111.82,0.41,,,,,,125.20ml,한식
미더덕찜,찜류,77,103.9,7.7,1.82,,8.05,1.18,60.0,177.0,391,35.08,0.29,,,,,,118.90ml,한식
바지락찜,찜류,83,54.8,8.0,1.71,,9.15,4.59,49.0,205.0,830,6.02,0.32,,,,,,146.80ml,한식
세발낙지찜,찜류,74,59.5,5.5,4.31,,3.8,0.9,26.0,184.0,235,35.5,0.68,,,,,,600ml,한식
소고기스튜,찜류,187,77.9,10.1,11.65,,9.23,2.31,24.0,387.0,310,38.59,4.43,,,,,,127.60ml,한식
소고기찜,찜류,121,57.9,5.5,8.56,,5.17,2.73,13.0,213.0,163,23.45,3.33,,,,,,196.90ml,한식
연두부찜,찜류,65,90.4,5.1,3.3,,3.71,1.11,34.0,222.0,203,0.0,0.48,,,,,,158.90ml,한식
오징어찜,찜류,56,63.8,8.5,1.32,,2.61,0.73,31.0,207.0,113,85.77,0.26,,,,,,166.10ml,한식
갈치구이,구이류,147,49.5,12.65,9.81,,0.88,0.0,32.0,179.0,338,48.84,2.16,,,,,,140ml,한식
감자구이,구이류,123,98.6,2.4,4.65,,18.18,0.0,11.0,496.0,1,0.0,0.71,,,,,,108ml,한식
고등어구이,구이류,142,29.9,9.51,9.99,,2.69,0.0,14.0,146.0,207,27.09,2.35,,,,,,170ml,한식
굴비구이,구이류,122,8.7,11.83,7.4,,0.98,0.0,18.0,86.0,109,39.75,1.52,,,,,,75ml,한식
꽁치구이,구이류,80,29.2,9.39,3.97,,0.79,0.0,18.0,64.0,235,28.29,0.64,,,,,,205ml,한식
닭날개구이,구이류,218,81.9,21.6,12.64,,2.34,1.48,20.0,235.0,156,108.3,3.72,,,,,,105ml,한식
닭다리구이,구이류,227,73.7,20.2,14.82,,0.62,0.05,62.0,257.0,172,85.76,5.09,,,,,,100ml,한식
돼지갈비구이,구이류,132,36.3,8.0,7.78,,6.57,3.35,7.0,154.0,215,31.57,2.12,,,,,,180ml,한식
소내장구이,구이류,92,59.1,6.75,6.53,,0.75,0.1,9.0,90.0,57,120.37,1.83,,,,,,260ml,한식
오리고기로스,구이류,174,49.7,11.76,13.5,,0.5,0.28,12.0,162.0,161,64.01,4.34,,,,,,330ml,한식
옥돔구이,구이류,39,19.8,4.91,1.92,,0.11,0.0,9.0,1.0,33,23.02,0.34,,,,,,230ml,한식
옥수수구이,구이류,148,47.8,1.43,9.01,,15.41,4.0,5.0,130.0,173,3.84,1.55,,,,,,90ml,한식
전어구이,구이류,33,23.1,5.86,0.82,,0.06,0.0,44.0,1.0,193,21.38,0.25,,,,,,360ml,한식
참치구이,구이류,316,93.8,33.5,19.02,,0.05,0.0,39.0,468.0,1130,10.87,5.4,,,,,,64.40ml,한식
감자그라탕,구이류,140,99.4,3.9,6.26,,17.37,3.6,43.0,422.0,306,4.25,1.63,,,,,,101.30ml,한식
넙치구이,구이류,116,45.4,13.6,6.33,,0.03,0.0,38.0,286.0,615,25.28,0.91,,,,,,114.80ml,한식
느타리버섯 구이,구이류,60,78.9,2.1,4.44,,5.75,1.53,6.0,240.0,372,0.0,0.67,,,,,,90.90ml,한식
닭꼬치구이,구이류,181,104.4,32.1,2.58,,5.55,3.8,16.0,445.0,122,86.67,0.41,,,,,,90ml,한식
도다리구이,구이류,153,108.2,23.7,5.5,,0.71,0.0,31.0,4.0,1039,118.52,0.84,,,,,,79.20ml,한식
동태양념구이,구이류,130,113.3,21.7,3.56,,1.59,0.29,70.0,387.0,641,77.15,0.47,,,,,,75.20ml,한식
돼지고기 꼬치구이,구이류,179,90.2,26.9,5.86,,2.75,1.7,8.0,451.0,119,62.16,2.02,,,,,,105ml,한식
돼지고기 스테이크,구이류,113,63.3,13.5,3.61,,5.55,2.49,11.0,314.0,372,29.35,1.08,,,,,,111.20ml,한식
민어구이,구이류,106,55.6,12.6,5.53,,0.38,0.0,16.0,3.0,703,40.6,0.89,,,,,,100ml,한식
베이컨떡말이구이,구이류,240,74.4,6.3,10.61,,29.95,3.77,19.0,190.0,570,13.63,2.4,,,,,,126.60ml,한식
병어구이,구이류,244,98.8,21.4,16.23,,0.45,0.0,30.0,476.0,1559,90.24,3.92,,,,,,49.70ml,한식
북어양념구이,구이류,137,15.7,20.3,2.93,,6.62,2.29,95.0,341.0,285,50.61,0.38,,,,,,170ml,한식
새송이버섯 구이,구이류,61,78.4,2.3,4.54,,6.05,1.23,5.0,251.0,375,0.0,0.68,,,,,,90.90ml,한식
서대구이,구이류,161,106.5,25.1,5.77,,0.71,0.0,27.0,4.0,1177,101.01,0.9,,,,,,79.20ml,한식
소갈비 구이,구이류,298,76.4,14.4,21.6,,9.01,5.25,15.0,247.0,479,53.03,7.29,,,,,,216ml,한식
소곱창 구이,구이류,171,112.8,8.8,11.89,,3.71,2.43,19.0,186.0,296,190.33,2.84,,,,,,66.20ml,한식
소등심 스테이크,구이류,270,47.9,12.6,22.71,,0.86,0.33,13.0,221.0,360,67.81,9.63,,,,,,250ml,한식
소등심구이,구이류,318,56.2,15.9,26.71,,0.0,0.0,12.0,246.0,486,80.19,11.0,,,,,,176ml,한식
소안심스테이크,구이류,197,83.8,16.6,12.51,,2.64,1.57,13.0,380.0,242,52.59,5.39,,,,,,232ml,한식
쑥전(부침개),구이류,127,72.4,4.8,6.29,,13.44,0.02,87.0,501.0,538,34.08,1.12,,,,,,96.50ml,한식
양태구이,구이류,107,54.8,14.0,5.11,,0.1,0.0,71.0,3.0,672,39.9,0.76,,,,,,100ml,한식
오징어불고기,구이류,123,93.1,16.4,3.24,,7.2,2.76,23.0,399.0,366,186.37,0.59,,,,,,231.80ml,한식
우럭구이,구이류,111,54.5,13.5,5.67,,0.45,0.0,30.0,3.0,703,52.5,0.92,,,,,,100ml,한식
우엉 양념구이,구이류,67,29.2,1.7,1.41,,12.06,1.59,19.0,154.0,60,0.0,0.22,,,,,,216.20ml,한식
은대구구이,구이류,137,54.5,9.2,10.5,,0.03,0.0,74.0,190.0,762,53.2,2.14,,,,,,100ml,한식
장어 양념구이,구이류,331,84.7,16.5,21.42,,16.91,5.14,186.0,408.0,775,199.13,5.69,,,,,,68.90ml,한식
적어구이,구이류,174,107.8,20.9,9.04,,0.31,0.0,41.0,156.0,1203,69.39,1.32,,,,,,63.70ml,한식
전갱이구이,구이류,226,97.2,27.7,11.75,,0.17,0.0,34.0,5.0,1200,97.77,2.34,,,,,,56ml,한식
조기 양념구이,구이류,219,94.9,22.1,9.3,,10.96,5.69,48.0,458.0,1633,56.92,1.95,,,,,,69.80ml,한식
조기 오븐구이,구이류,40,15.2,5.9,1.58,,0.02,0.0,7.0,76.0,33,17.89,0.42,,,,,,80ml,한식
조미 김구이,구이류,52,0.6,1.9,4.81,,2.04,0.15,19.0,181.0,402,0.0,0.71,,,,,,50ml,한식
채소 꼬치구이,구이류,91,49.7,2.8,2.3,,14.29,0.98,38.0,154.0,406,11.61,0.52,,,,,,150ml,한식
청어구이,구이류,129,33.2,8.2,10.03,,0.22,0.0,18.0,1.0,391,32.5,1.85,,,,,,200ml,한식
칠면조구이,구이류,207,102.3,30.6,7.98,,0.96,0.11,21.0,332.0,551,101.17,2.06,,,,,,42.70ml,한식
키조개구이,구이류,75,71.8,8.7,3.41,,1.86,0.66,43.0,250.0,881,16.8,0.53,,,,,,100ml,한식
햄구이,구이류,148,69.7,20.2,6.51,,1.95,1.5,8.0,274.0,743,51.18,1.77,,,,,,61.30ml,한식
새송이버섯전,전·적 및 부침류,63,48.3,3.16,3.73,,5.89,0.17,8.0,154.0,93,41.21,0.74,,,,,,95ml,한식
어육소시지전,전·적 및 부침류,177,56.9,8.23,10.14,,12.73,2.04,32.0,54.0,441,72.72,2.82,,,,,,80ml,한식
완자전,전·적 및 부침류,214,42.9,7.1,15.49,,10.73,0.36,46.0,182.0,108,54.68,3.33,,,,,,150ml,한식
장떡,전·적 및 부침류,197,27.1,3.67,7.64,,27.28,2.26,16.0,106.0,267,0.0,1.16,,,,,,70ml,한식
파래전,전·적 및 부침류,197,29.9,4.74,5.03,,31.77,0.83,25.0,92.0,283,12.99,0.84,,,,,,40ml,한식
해물파전,전·적 및 부침류,106,36.4,6.0,3.99,,10.63,0.28,40.0,118.0,267,43.0,0.69,,,,,,153ml,한식
녹두전,전·적 및 부침류,92,20.3,5.0,4.27,,8.41,0.19,17.0,235.0,22,3.42,0.74,,,,,,158.90ml,한식
모듬채소전,전·적 및 부침류,154,36.4,3.4,5.65,,21.32,1.21,16.0,113.0,173,8.83,0.91,,,,,,110ml,한식
